,lat,lon,timestamp,amenity,tags,name,weight,vancouver
2304,49.2430699,-123.0603612,2017-06-26T21:45:52.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '2223', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}",Kings Cafe,5,True
2305,49.2428075,-123.0597783,2017-06-26T21:45:52.000-07:00,dentist,"{'addr:province': 'BC', 'addr:housenumber': '2249', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}",Dentist on Kingsway,0,True
2306,49.2426381,-123.0592231,2019-03-18T07:38:40.000-07:00,restaurant,"{'addr:province': 'BC', 'cuisine': 'vietnamese', 'addr:housenumber': '2257', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}",Pho Hoa Noodle Soup,5,True
2368,49.290443,-123.1176585,2017-10-21T18:50:58.000-07:00,cafe,"{'level': '-1', 'name:en': 'The Cockpit'}",The Cockpit,5,True
2373,49.2786525,-123.0986447,2017-08-13T04:16:10.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '223', 'addr:street': 'East Georgia Street', 'addr:city': 'Vancouver'}",The Ramen Butcher,5,True
2374,49.2786612,-123.0989183,2017-08-13T04:16:10.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '217', 'addr:street': 'East Georgia Street', 'addr:city': 'Vancouver'}",Fat Mao Noodles,5,True
2375,49.2786408,-123.0980142,2017-08-13T04:16:11.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '251', 'addr:street': 'East Georgia Street', 'addr:city': 'Vancouver'}",Mamie Taylor's,5,True
2376,49.2790657,-123.0999382,2017-08-13T04:00:49.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '625', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}",Pacific Poke,5,True
2377,49.2793572,-123.1002146,2017-08-13T04:00:49.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '182', 'addr:street': 'Keefer Street', 'addr:city': 'Vancouver'}",Juke,5,True
2378,49.2805161,-123.1001666,2017-08-13T04:24:34.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '179', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}",New Mitzie's Restaurant,5,True
2379,49.280304,-123.1009492,2019-06-15T09:29:15.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '158', 'website': 'https://saiwoo.ca/', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}",Sai Woo,5,True
2380,49.2805359,-123.1010107,2017-08-13T04:24:34.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '137', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}",Jade Dynasty Restaurant,5,True
2381,49.2750331,-123.07707,2017-08-13T04:46:22.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '1046', 'addr:street': 'Clark Drive', 'addr:city': 'Vancouver'}",Truck Stop Cafe,5,True
2382,49.2253128,-123.0543177,2017-08-13T06:25:04.000-07:00,pharmacy,"{'addr:province': 'BC', 'addr:housenumber': '102-2607', 'addr:street': 'East 49th Avenue', 'addr:city': 'Vancouver'}",Shoppers Drug Mart,0,True
2383,49.2255504,-123.0542783,2017-08-13T06:25:04.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '111-2609', 'addr:street': 'East 49th Avenue', 'addr:city': 'Vancouver'}",Yu Ki BBQ Kitchen,5,True
2384,49.2254057,-123.0535119,2017-08-13T06:25:04.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '2653', 'addr:street': 'East 49th Avenue', 'addr:city': 'Vancouver'}",Pho Thai Ha,5,True
2385,49.2255252,-123.0535282,2017-08-13T06:25:04.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '2639', 'addr:street': 'East 49th Avenue', 'addr:city': 'Vancouver'}",Bubble Waffle Cafe,5,True
2386,49.2716748,-123.0947341,2017-08-13T06:50:50.000-07:00,fast_food,"{'addr:province': 'BC', 'cuisine': 'sandwich', 'addr:housenumber': '428', 'addr:street': 'Terminal Avenue', 'addr:city': 'Vancouver'}",Subway,5,True
2387,49.2717323,-123.0948814,2017-08-13T06:50:50.000-07:00,fast_food,"{'addr:province': 'BC', 'addr:housenumber': '420', 'addr:street': 'Terminal Avenue', 'addr:city': 'Vancouver'}",Taco Del Mar,5,True
2388,49.2717729,-123.0951169,2017-08-13T06:50:50.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '418', 'addr:street': 'Terminal Avenue', 'addr:city': 'Vancouver'}",Bibi's Kitchen,5,True
2451,49.2826274,-123.1252133,2017-09-20T03:02:27.000-07:00,restaurant,{'cuisine': 'french'},Le Crocrodile,5,True
2466,49.2837114,-123.106243,2017-09-21T21:19:37.000-07:00,pub,"{'addr:housename': '92', 'addr:street': 'Water Streer', 'operator': 'Donnelly Group', 'addr:city': 'Vancouver'}",The Lamplighter Public House,5,True
2467,49.2996655,-123.1338483,2017-09-21T21:26:06.000-07:00,restaurant,{},Stanley's Park Bar and Grill,5,True
2475,49.2638449,-123.1000453,2017-05-03T02:23:35.000-07:00,cafe,"{'opening_hours': 'Mo-Fr 07:00-18:30; Sa 08:00-17:30; Su 09:00-16:30', 'addr:housenumber': '39', 'addr:street': 'Kingsway', 'name_alt': 'Pleasant Cafe'}",Pleasant Beans Coffee House,5,True
2476,49.2821626,-123.1045058,2018-10-26T20:30:41.000-07:00,cafe,"{'addr:housenumber': '315', 'website': 'http://www.nelsontheseagull.com', 'phone': '+1-604-681-5776', 'opening_hours': 'Mo-Fr 08:00-17:00; Sa, Su 09:00-17:00', 'addr:street': 'Carrall Street', 'addr:postcode': 'V6A 0A7'}",Nelson the Seagull,5,True
2477,49.2870382,-123.1181012,2019-03-22T02:55:10.000-07:00,cafe,"{'addr:housenumber': '401', 'website': 'https://blenz.com/', 'phone': '+1-604-684-7000', 'opening_hours': 'Mo-Fr 06:00-17:00', 'addr:street': 'Burrard Street', 'addr:postcode': 'V6C 3R2'}",Blenz Coffee,5,True
2496,49.2717489,-123.1554804,2017-02-24T07:38:46.000-08:00,bicycle_rental,"{'ref': '0204', 'capacity': '20', 'network': 'Mobi'}",York & Yew,4,True
2511,49.2898216,-123.1332015,2017-02-19T22:32:37.000-08:00,fast_food,"{'opening_hours': 'Su-Th 11:30-01:00; Fr-Sa 11:30-02:00', 'addr:housenumber': '1638', 'name:en': 'Book Kyung Ban Jeoun & BK Karaoke', 'addr:street': 'Robson Street'}",Book Kyung Ban Jeoun & BK Karaoke,5,True
2512,49.2637838,-123.1393347,2019-07-08T18:37:20.000-07:00,restaurant,"{'wheelchair': 'limited', 'addr:housenumber': '1521', 'website': 'http://boblikesthaifood.com', 'phone': '+1-604-558-3320', 'smoking': 'no', 'cuisine': 'thai', 'outdoor_seating': 'no', 'addr:street': 'West Broadway'}",Bob Likes Thai Food,5,True
2513,49.2324291,-123.0903793,2017-02-20T05:59:40.000-08:00,restaurant,"{'wheelchair': 'yes', 'addr:housenumber': '5740', 'website': 'http://newbhaiasweet.com/', 'phone': '+1-604-323-2100', 'smoking': 'no', 'opening_hours': 'Su-Sa 09:30-21:00', 'cuisine': 'indian', 'outdoor_seating': 'no', 'addr:street': 'Fraser Street', 'takeaway': 'yes'}",New Bhaia Sweet Shop and Restaurant,5,True
2522,49.2787749,-123.1146836,2018-02-12T04:12:36.000-08:00,arts_centre,"{'addr:province': 'BC', 'addr:housenumber': '110-750', 'website': 'http://thepostat750.ca/', 'phone': '+1-604-674-8110', 'addr:street': 'Hamilton Street', 'addr:postcode': 'V6B 2R5', 'addr:city': 'Vancouver'}",The Post at 750,2,True
2525,49.2807848,-123.124856,2019-04-26T00:16:30.000-07:00,fast_food,"{'addr:province': 'BC', 'addr:housenumber': '985', 'drive_through': 'no', 'cuisine': 'bubble_tea', 'addr:street': 'Hornby Street', 'addr:postcode': 'V6Z 1V3', 'addr:city': 'Vancouver'}",The Alley,5,True
2571,49.260901,-123.139202,2014-01-23T03:19:03.000-08:00,restaurant,"{'wheelchair': 'no', 'addr:housenumber': '1509', 'addr:street': 'West 12th Avenue', 'drive_in': 'no'}",Heirloom,5,True
2572,49.233909,-123.15367,2018-07-14T06:10:07.000-07:00,restaurant,"{'cuisine': 'japanese', 'addr:housenumber': '2081', 'addr:street': 'West 42nd Avenue'}",Ajisai Sushi Bar,5,True
2573,49.233951,-123.153439,2018-02-05T21:24:49.000-08:00,clinic,"{'wheelchair': 'yes', 'note': 'Mo-Th 8-20;Fr 8-19;sa-su 9-15', 'addr:housenumber': '2077', 'addr:street': 'West 42nd Avenue', 'phone': '+1-604-261-9494'}",Kerrisdale Station Medical Clinic,5,True
2831,49.2424921,-123.0598386,2017-08-11T08:38:26.000-07:00,restaurant,"{'addr:housenumber': '2252', 'addr:street': 'Kingsway'}",Sushi by Yuji,5,True
2832,49.25002,-123.0763241,2017-07-08T05:22:57.000-07:00,cafe,"{'addr:province': 'BC', 'addr:housenumber': '1398', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}",Pallet Coffee Roasters,5,True
2833,49.2535053,-123.0826128,2017-03-23T03:03:13.000-07:00,bank,{'name:en': 'Sharons'},Sharons,2,True
2834,49.262628,-123.0874661,2017-03-23T04:34:27.000-07:00,fast_food,{'name:en': 'KFC'},KFC,5,True
2835,49.2433917,-123.0608254,2017-03-23T04:34:34.000-07:00,community_centre,{'name:en': 'Billiards'},Billiards,2,True
2837,49.2322045,-123.0294425,2018-08-22T06:07:38.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '3499', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}",Dragon Crepe,5,True
2838,49.2353139,-123.0381182,2017-08-22T04:46:46.000-07:00,cafe,{},Metro Cafe Bar,5,True
2850,49.2733132,-123.11993,2017-08-22T05:05:39.000-07:00,cafe,"{'cuisine': 'coffee_shop', 'addr:housenumber': '125', 'addr:street': 'Davie Street'}",Starbucks,5,True
2851,49.2848692,-123.1109875,2018-09-03T18:00:37.000-07:00,pub,"{'addr:province': 'BC', 'addr:housenumber': '375', 'website': 'http://steamworks.com/brew-pub', 'microbrewery': 'yes', 'shop': 'alcohol', 'phone': '+1-604-689-2739', 'opening_hours': 'Mo-Th, Su 11:30-12:00; Fr, Sa 11:30-01:00', 'outdoor_seating': 'yes', 'addr:street': 'Water Street', 'email': 'info@steamworks.com', 'addr:city': 'Vancouver'}",Steamworks,5,True
2852,49.2821143,-123.1181656,2019-07-19T19:30:22.000-07:00,pharmacy,"{'brand:wikidata': 'Q3258955', 'addr:province': 'BC', 'wheelchair': 'yes', 'website': 'https://www.londondrugs.com/store-details/?StoreID=002', 'internet_access': 'wlan', 'brand:wikipedia': 'en:London Drugs', 'internet_access:fee': 'no', 'addr:postcode': 'V6Z 1E4', 'healthcare': 'pharmacy', 'addr:city': 'Vancouver', 'addr:housenumber': '710', 'phone': '+1-604-448-4802', 'drive_through': 'no', 'opening_hours': 'Mo-Fr 08:00-22:00; Sa 09:00-22:00; Su 10:00-20:00', 'addr:street': 'Granville Street', 'brand': 'London Drugs'}",London Drugs,0,True
2853,49.2819996,-123.1177434,2017-10-27T19:01:04.000-07:00,bank,"{'opening_hours': 'Mo-Th 09:30-16:00; Fr 09:30-17:00', 'atm': 'yes', 'drive_through': 'no', 'operator': 'Scotiabank'}",Scotiabank,2,True
2854,49.290842,-123.1342117,2017-07-18T00:41:56.000-07:00,restaurant,{},De Dutch Pannekoek House‎,5,True
2855,49.2912755,-123.1354024,2015-08-07T20:22:23.000-07:00,bank,"{'operator': 'CIBC', 'atm': 'yes'}",Vancity,2,True
2856,49.2401479,-123.0649331,2017-02-25T04:05:46.000-08:00,restaurant,"{'cuisine': 'indian', 'addr:housenumber': '4890', 'addr:street': 'Victoria Drive'}",Indian Bay Leaf,5,True
2867,49.2615422,-123.0473514,2018-02-09T05:00:20.000-08:00,family_centre,"{'addr:province': 'BC', 'addr:housenumber': '101–2780', 'phone': '+1-604-254-5457', 'addr:street': 'East Broadway', 'addr:postcode': 'V5M 1Y8', 'addr:city': 'Vancouver'}",West Coast Family Resources Society,0,True
2886,49.2733358,-123.1195188,2017-04-14T16:31:36.000-07:00,bar,"{'addr:housenumber': '1167', 'name:en': 'The Wine Bar', 'addr:street': 'Marinaside Crescent'}",The Wine Bar,5,True
2889,49.2891552,-123.138644,2017-04-15T00:51:46.000-07:00,pharmacy,{'name:en': 'Shoppers Drug Mart'},Shoppers Drug Mart,0,True
2895,49.2830915,-123.1356339,2018-10-26T20:30:52.000-07:00,pub,"{'addr:housenumber': '1326', 'website': 'https://www.luchaverde.com/', 'phone': '+1-604-669-8620', 'opening_hours': 'Tu-Th 17:00-22:00; Fr-Sa 17:00-00:00', 'addr:street': 'Davie Street', 'addr:postcode': 'V6E 1N5', 'addr:city': 'Vancouver'}",Lucha Verde,5,True
2898,49.2869536,-123.1410819,2017-04-16T02:39:26.000-07:00,restaurant,{'name:en': 'The Park at English Bay'},The Park at English Bay,5,True
2899,49.28645,-123.1403248,2017-04-16T02:39:32.000-07:00,fast_food,"{'cuisine': 'japanese', 'addr:housenumber': '1711', 'name:en': 'Yummy to Go', 'addr:street': 'Davie Street'}",Yummy to Go,5,True
2900,49.286609,-123.1405889,2017-04-16T02:39:35.000-07:00,restaurant,{'name:en': 'Grotto'},Grotto,5,True
2903,49.2865567,-123.1410036,2018-10-16T09:41:18.000-07:00,fast_food,"{'opening_hours': 'Mo-Su 05:00-23:00', 'addr:housenumber': '1752', 'addr:street': 'Davie Street', 'internet_access': 'wlan'}",Tim Hortons,5,True
2917,49.2747084,-123.0692817,2018-02-12T04:12:35.000-08:00,cafe,"{'addr:province': 'BC', 'toilets:wheelchair': 'yes', 'wheelchair': 'yes', 'addr:housenumber': '1102', 'phone': '+1-604-879-6652', 'opening_hours': '07:00-19:00', 'cuisine': 'coffee', 'addr:street': 'Commercial Drive', 'addr:postcode': 'V5L 3X2', 'addr:city': 'Vancouver'}",Moja Coffee,5,True
2951,49.2620334,-123.1047242,2017-02-15T02:33:27.000-08:00,bicycle_rental,"{'ref': '0176', 'capacity': '20', 'network': 'Mobi'}",10th & Ontario,4,True
2962,49.2714968,-123.1006411,2017-08-22T06:13:26.000-07:00,pub,"{'name:en': 'Dubh Linn Gate', 'addr:street': 'Main Street'}",Dubh Linn Gate,5,True
2965,49.2730334,-123.1003915,2018-04-27T06:46:29.000-07:00,fast_food,"{'opening_hours': '24/7', 'name:en': 'A&W'}",A&W,5,True
2971,49.2700548,-123.1002412,2017-02-17T05:25:05.000-08:00,bicycle_rental,"{'ref': '0197', 'capacity': '20', 'network': 'Mobi'}",1st & Main,4,True
2976,49.2081902,-123.1401346,2012-02-27T23:58:12.000-08:00,fast_food,{'cuisine': 'pizza'},Freshslice,5,True
2977,49.208235,-123.1401305,2012-04-14T07:23:46.000-07:00,fast_food,{'cuisine': 'donair'},Donair Spot,5,True
2981,49.2639786,-123.2100625,2018-07-14T07:13:58.000-07:00,bank,"{'opening_hours': 'Tu-Th 09:30-17:00, Fr 09:30-18:00, Sa 09:30-15:00', 'atm': 'yes'}",Vancity,2,True
2987,49.258951,-123.1526807,2017-04-06T04:12:46.000-07:00,bicycle_rental,"{'ref': '0152', 'capacity': '20', 'network': 'Mobi'}",Arbutus Greenway & 14th,4,True
2988,49.2584988,-123.1048152,2017-04-06T04:12:46.000-07:00,bicycle_rental,"{'ref': '0132', 'capacity': '16', 'network': 'Mobi'}",14th & Ontario,4,True
2994,49.269267,-123.138821,2019-03-22T02:47:37.000-07:00,restaurant,"{'addr:housenumber': '1833', 'website': 'https://afghanhorsemen.com/', 'phone': '+1-604-873-5923', 'opening_hours': 'Su-Th 17:00-22:00; Fr-Sa 17:00-23:00', 'cuisine': 'arab', 'name:en': 'Afghan Horsemen Restaurant', 'addr:street': 'Anderson Street'}",Afghan Horsemen Restaurant,5,True
3006,49.2871811,-123.1130019,2013-08-03T01:48:57.000-07:00,taxi,{},Taxi,5,True
3046,49.2805525,-123.1020447,2018-06-20T15:09:56.000-07:00,restaurant,"{'addr:housenumber': '105', 'payment:bitcoin': 'yes', 'internet_access': 'yes', 'phone': '+1-604-620-1175', 'opening_hours': 'Mo-Sa 11:30-22:00', 'cuisine': 'german', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}",Bestie,5,True
3047,49.2810287,-123.118654,2019-03-27T03:46:35.000-07:00,cafe,"{'addr:housenumber': '767', 'website': 'https://blenz.com/', 'wifi': 'free', 'payment:bitcoin': 'no', 'internet_access': 'wlan', 'phone': '+1-604-633-0144', 'yelp': 'http://www.yelp.com/biz/blenz-coffee-vancouver-9', 'addr:street': 'Seymour Street', 'addr:postcode': 'V6B 5J3', 'addr:city': 'Vancouver'}",Blenz Coffee,5,True
3048,49.2828816,-123.0675825,2019-07-17T21:24:14.000-07:00,recycling,"{'addr:housenumber': '1820', 'website': 'https://freegeekvancouver.org/', 'payment:bitcoin': 'yes', 'phone': '+1-604-879-GEEK', 'addr:street': 'Pandora Street', 'contact:email': 'info@freegeekvancouver.org', 'addr:city': 'Vancouver'}",Free Geek Vancouver,0,True
3056,49.2740786,-123.1213858,2017-04-02T06:51:25.000-07:00,fast_food,"{'opening_hours': 'Th-Sa 11:00-16:30', 'cuisine': 'vegan', 'name:en': 'Loving Hut Express food van', 'addr:street': 'Davie Street'}",Loving Hut Express food van,5,True
3064,49.27041,-123.0690156,2018-02-09T05:00:21.000-08:00,place_of_worship,"{'addr:province': 'BC', 'addr:housenumber': '1720', 'phone': '+1-604-254-2772', 'addr:street': 'Graveley Street', 'addr:postcode': 'V5L 3B1', 'denomination': 'mennonite', 'addr:city': 'Vancouver', 'religion': 'christian'}",Chinese Grace Mennonite Church,1,True
3068,49.2904179,-123.1258516,2017-04-04T01:44:17.000-07:00,bicycle_rental,"{'ref': '0035', 'capacity': '28', 'network': 'Mobi'}",Coal Harbour Community Centre,4,True
3082,49.239521,-123.1286511,2013-07-15T04:41:01.000-07:00,cafe,{},Truffles Café,5,True
3083,49.2386541,-123.1298219,2013-07-15T04:47:40.000-07:00,restaurant,{},Shaughnessy Restaurant,5,True
3103,49.2578202,-123.1682797,2017-06-02T15:45:23.000-07:00,cafe,"{'opening_hours': 'Mo-Fr 06:00-20:00, Sa,Su 06:30-20:00'}",Starbucks,5,True
3104,49.257079,-123.1531878,2010-08-27T23:14:30.000-07:00,fuel,{'shop': 'kiosk'},Esso,3,True
3105,49.2644588,-123.184195,2017-08-27T20:11:06.000-07:00,pub,"{'addr:housenumber': '3609', 'addr:street': 'West Broadway'}",The Wolf and Hound,5,True
3106,49.2640388,-123.178066,2017-05-01T14:59:15.000-07:00,fast_food,"{'opening_hours': '24/7', 'cuisine': 'burger', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan'}",McDonald's,5,True
3107,49.2642326,-123.1714213,2010-02-11T16:28:20.000-08:00,cafe,{},Blenz Coffee,5,True
3108,49.2638545,-123.1686333,2019-06-08T06:31:22.000-07:00,fuel,"{'brand:wikidata': 'Q1208279', 'brand': 'Petro-Canada', 'brand:wikipedia': 'en:Petro-Canada'}",Petro-Canada,3,True
3109,49.2641628,-123.1663008,2019-06-08T06:31:22.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'website': 'https://www.starbucks.com/', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks,5,True
3110,49.2639431,-123.1492041,2010-02-11T16:28:20.000-08:00,pub,{},Frog and Firkin,5,True
3111,49.2639309,-123.146286,2010-02-17T22:37:46.000-08:00,bank,"{'operator': 'Scotiabank', 'atm': 'yes'}",Scotiabank,2,True
3113,49.2765386,-123.1268559,2018-02-12T04:08:32.000-08:00,car_rental,"{'addr:housenumber': '1250', 'addr:street': 'Granville Street', 'addr:postcode': 'V6Z 1M4', 'addr:unit': '2', 'addr:city': 'Vancouver'}",Enterprise Rent-A-Car,4,True
3114,49.2771432,-123.1264714,2015-09-02T05:24:26.000-07:00,cafe,"{'opening_hours': 'Su-Th 06:30-01:00; Fr-Sa 06:30-02:00', 'wheelchair': 'yes', 'addr:housenumber': '700', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}",Blenz Coffee,5,True
3115,49.2799212,-123.1178938,2019-05-27T20:35:20.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'addr:housenumber': '498', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Fr 05:30-21:00; Sa 06:30-21:00; Su 07:00-20:00', 'cuisine': 'coffee_shop', 'addr:street': 'Robson Street', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}",Starbucks,5,True
3116,49.2786691,-123.1264603,2018-10-14T19:44:40.000-07:00,cinema,"{'addr:housenumber': '1131', 'website': 'http://www.thecinematheque.ca/', 'internet_access': 'wlan', 'old_name': 'Pacific Cinematheque', 'phone': '+1-604-688-3456', 'addr:street': 'Howe Street', 'addr:postcode': 'V6Z 2L7', 'wikidata': 'Q7122345'}",The Cinematheque,5,True
3117,49.2789624,-123.125138,2015-08-20T21:32:12.000-07:00,pharmacy,"{'addr:housenumber': '1070', 'dispensing': 'yes', 'addr:street': 'Howe Street', 'drive_through': 'no', 'addr:city': 'Vancouver'}",Howe Street Pharmacy,0,True
3118,49.2807244,-123.1224892,2019-07-19T19:30:22.000-07:00,cafe,"{'addr:province': 'BC', 'addr:housenumber': '900', 'website': 'https://wavescoffee.com/', 'payment:bitcoin': 'yes', 'opening_hours': 'Mo-Fr 07:00-21:00; Sa 09:00-21:00; Su 09:00-19:00', 'yelp': 'http://www.yelp.com/biz/waves-coffee-house-vancouver-2', 'cuisine': 'coffee_shop', 'outdoor_seating': 'yes', 'addr:street': 'Howe Street', 'addr:postcode': 'V6Z 2M4', 'addr:city': 'Vancouver'}",Waves Coffee House,5,True
3119,49.281145,-123.119819,2013-04-16T20:36:45.000-07:00,pub,"{'addr:housenumber': '800', 'addr:street': 'Granville Street'}",Lennox Pub,5,True
3120,49.2639973,-123.2093083,2018-07-14T07:13:58.000-07:00,bank,{'atm': 'yes'},RBC Royal Bank,2,True
3121,49.2635645,-123.2034428,2012-03-04T01:09:31.000-08:00,fuel,{},Shell,3,True
3122,49.2644295,-123.1796296,2016-08-07T03:48:34.000-07:00,bank,"{'opening_hours': 'Mo-Th 09:30-17:00; Fr 09:30-18:00; Sa 09:30-15:00', 'atm': 'yes'}",Vancity,2,True
3123,49.2573525,-123.1680238,2010-04-10T01:54:08.000-07:00,fuel,{},Chevron,3,True
3126,49.2734613,-123.1326609,2010-02-14T02:09:03.000-08:00,restaurant,{},NU,5,True
3127,49.2742391,-123.1343703,2016-06-08T19:47:05.000-07:00,ferry_terminal,{'operator': 'Aquabus'},Hornby Terminal (Aquabus),4,True
3128,49.2741793,-123.1328565,2010-02-14T02:09:03.000-08:00,restaurant,{},GO Canada,5,True
3129,49.2750713,-123.1333344,2010-02-14T02:09:03.000-08:00,cafe,{},Prego Cofee,5,True
3130,49.276753,-123.1305551,2018-10-26T20:29:53.000-07:00,restaurant,"{'opening_hours': 'Mo-Fr 11:30-21:30; Sa 12:00-21:30', 'cuisine': 'japanese', 'addr:housenumber': '1348', 'addr:street': 'Hornby Street', 'phone': '+1-604-685-8381'}",Sushi Hiyori,5,True
3131,49.2769504,-123.1300681,2018-12-20T02:44:30.000-08:00,restaurant,"{'addr:province': 'BC', 'cuisine': 'italian', 'addr:housenumber': '1328', 'addr:street': 'Hornby Street', 'addr:city': 'Vancouver'}",Giardino Restaurant,5,True
3135,49.2814129,-123.1161159,2015-09-11T02:26:30.000-07:00,car_rental,"{'addr:housenumber': '501', 'addr:street': 'West Georgia Street'}",Pacific Car Rentals,4,True
3136,49.2820489,-123.118486,2019-07-19T19:30:22.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'addr:province': 'BC', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '720', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Granville Street', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}",Starbucks,5,True
3138,49.2772912,-123.1257259,2015-09-11T02:26:35.000-07:00,bar,"{'addr:housenumber': '1180', 'addr:street': 'Granville Street'}",Aura,5,True
3139,49.2827779,-123.1116632,2015-09-11T02:26:28.000-07:00,cafe,"{'addr:housenumber': '353', 'addr:street': 'West Pender Street'}",Finch's,5,True
3140,49.2792876,-123.1226649,2016-01-19T06:37:48.000-08:00,fast_food,"{'addr:housenumber': '988', 'addr:street': 'Granville Street', 'addr:city': 'Vancouver'}",Hungry Guys,5,True
3141,49.2774158,-123.1255337,2019-07-17T18:32:17.000-07:00,bar,"{'addr:housenumber': '1162', 'website': 'http://greatwings.ca/', 'phone': '+1-604-682-3473', 'addr:street': 'Granville Street', 'addr:postcode': 'V6Z 1L8', 'addr:city': 'Vancouver'}",Wings,5,True
3153,49.2725841,-123.1479944,2015-09-14T00:29:27.000-07:00,cafe,"{'addr:housenumber': '1905', 'addr:street': 'Cornwall Avenue'}",Juliet's Cafe,5,True
3154,49.2725937,-123.1484867,2015-09-14T00:29:27.000-07:00,fast_food,"{'addr:housenumber': '1935', 'addr:street': 'Cornwall Avenue'}",Flying Wedge Pizza,5,True
3155,49.2725847,-123.1487051,2018-10-26T20:30:29.000-07:00,fast_food,"{'addr:housenumber': '1941', 'website': 'http://planetvegrestaurant.com', 'internet_access': 'wlan', 'phone': '+1-604-734-1001', 'opening_hours': 'Mo-Su 11:00-20:00', 'cuisine': 'vegan;indian;vegetarian', 'addr:street': 'Cornwall Avenue'}",Planet Veg,5,True
3158,49.2725886,-123.1483117,2015-09-14T00:29:27.000-07:00,fast_food,"{'addr:housenumber': '1925', 'addr:street': 'Cornwall Avenue'}",Vera's Burger Shack,5,True
3159,49.2725841,-123.1486132,2015-09-14T00:29:27.000-07:00,cafe,"{'addr:housenumber': '1939', 'addr:street': 'Cornwall Avenue'}",Panne Rizo,5,True
3160,49.2725892,-123.1488841,2015-09-14T00:29:26.000-07:00,cafe,"{'addr:housenumber': '1945', 'addr:street': 'Cornwall Avenue'}",Bean Around the World,5,True
3165,49.2727685,-123.1473817,2015-09-13T01:46:56.000-07:00,dentist,"{'addr:housenumber': '1891', 'addr:street': 'Cornwall Avenue'}",Kits Point Dental Group,0,True
3166,49.2725828,-123.1485578,2015-09-14T00:29:27.000-07:00,fast_food,"{'addr:housenumber': '1937', 'addr:street': 'Cornwall Avenue'}",Al Basha,5,True
3167,49.2725892,-123.1487921,2015-09-14T00:29:26.000-07:00,pub,{'addr:street': 'Cornwall Avenue'},Corduroy,5,True
3173,49.2726099,-123.1491431,2015-09-14T00:29:26.000-07:00,restaurant,"{'addr:housenumber': '1955', 'addr:street': 'Cornwall Avenue'}",Charqui Grill,5,True
3174,49.2727615,-123.147457,2018-10-26T20:30:29.000-07:00,veterinary,{'phone': '+1-604-734-2500'},Cypress St Animal Hospital,0,True
3175,49.2727038,-123.1472939,2015-09-13T01:46:57.000-07:00,fast_food,"{'addr:housenumber': '1883', 'addr:street': 'Cornwall Avenue'}",Siegel's Bagels,5,True
3178,49.2724816,-123.1545482,2019-06-08T22:25:57.000-07:00,restaurant,"{'opening_hours': 'Mo-Th 11:30-21:30; Fr,Sa 11:30-22:00; Su 12:00-21:00', 'phone': '+1-604-677-6767'}",Thai Basil,5,True
